effect,param,ui_value,payload_hex
noise_gate,attack,470.0530,55950500
noise_gate,attack,475.0525,4c8a0500
noise_gate,attack,480.0520,7f7f0500
noise_gate,attack,485.0515,ea740500
noise_gate,attack,490.0510,8d6a0500
noise_gate,attack,495.0505,65600500
noise_gate,attack,500.0500,71560500
noise_gate,attack,505.0495,b04c0500
noise_gate,attack,510.0490,20430500
noise_gate,attack,515.0485,bf390500
noise_gate,attack,520.0480,8c300500
noise_gate,attack,525.0475,86270500
noise_gate,attack,530.0470,ac1e0500
noise_gate,attack,535.0465,fc150500
noise_gate,attack,540.0460,760d0500
noise_gate,attack,545.0455,17050500
noise_gate,attack,550.0450,dffc0400
noise_gate,attack,555.0445,cdf40400
noise_gate,attack,560.0440,e0ec0400
noise_gate,attack,565.0435,17e50400
noise_gate,attack,570.0430,71dd0400
noise_gate,attack,575.0425,edd50400
noise_gate,attack,580.0420,8ace0400
noise_gate,attack,585.0415,48c70400
noise_gate,attack,590.0410,25c00400
noise_gate,attack,595.0405,21b90400
noise_gate,attack,600.0400,3ab20400
noise_gate,attack,605.0395,71ab0400
noise_gate,attack,610.0390,c4a40400
noise_gate,attack,615.0385,339e0400
noise_gate,attack,620.0380,bd970400
noise_gate,attack,625.0375,62910400
noise_gate,attack,630.0370,208b0400
noise_gate,attack,635.0365,f8840400
noise_gate,attack,640.0360,e87e0400
noise_gate,attack,645.0355,f1780400
noise_gate,attack,650.0350,10730400
noise_gate,attack,655.0345,476d0400
noise_gate,attack,660.0340,95670400
noise_gate,attack,665.0335,f8610400
noise_gate,attack,670.0330,705c0400
noise_gate,attack,675.0325,fe560400
noise_gate,attack,680.0320,a0510400
noise_gate,attack,685.0315,564c0400
noise_gate,attack,690.0310,20470400
noise_gate,attack,695.0305,fd410400
noise_gate,attack,700.0300,ec3c0400
noise_gate,attack,705.0295,ef370400
noise_gate,attack,710.0290,03330400
noise_gate,attack,715.0285,282e0400
noise_gate,attack,720.0280,5f290400
noise_gate,attack,725.0275,a7240400
noise_gate,attack,730.0270,00200400
noise_gate,attack,735.0265,681b0400
noise_gate,attack,740.0260,e1160400
noise_gate,attack,745.0255,69120400
noise_gate,attack,750.0250,000e0400
noise_gate,attack,755.0245,a6090400
noise_gate,attack,760.0240,5b050400
noise_gate,attack,765.0235,1f010400
noise_gate,attack,770.0230,f0fc0300
noise_gate,attack,775.0225,cff80300
noise_gate,attack,780.0220,bcf40300
noise_gate,attack,785.0215,b6f00300
noise_gate,attack,790.0210,bdec0300
noise_gate,attack,795.0205,d1e80300
noise_gate,attack,800.0200,f1e40300
noise_gate,attack,805.0195,1ee10300
noise_gate,attack,810.0190,57dd0300
noise_gate,attack,815.0185,9bd90300
noise_gate,attack,820.0180,ecd50300
noise_gate,attack,825.0175,48d20300
noise_gate,attack,830.0170,afce0300
noise_gate,attack,835.0165,21cb0300
noise_gate,attack,840.0160,9dc70300
noise_gate,attack,845.0155,25c40300
noise_gate,attack,850.0150,b7c00300
noise_gate,attack,855.0145,53bd0300
noise_gate,attack,860.0140,f9b90300
noise_gate,attack,865.0135,aab60300
noise_gate,attack,870.0130,63b30300
noise_gate,attack,875.0125,27b00300
noise_gate,attack,880.0120,f4ac0300
noise_gate,attack,885.0115,caa90300
noise_gate,attack,890.0110,a9a60300
noise_gate,attack,895.0105,92a30300
noise_gate,attack,900.0100,83a00300
noise_gate,attack,905.0095,7c9d0300
noise_gate,attack,910.0090,7f9a0300
noise_gate,attack,915.0085,89970300
noise_gate,attack,920.0080,9c940300
noise_gate,attack,925.0075,b7910300
noise_gate,attack,930.0070,da8e0300
noise_gate,attack,935.0065,048c0300
noise_gate,attack,940.0060,37890300
noise_gate,attack,945.0055,71860300
noise_gate,attack,950.0050,b2830300
noise_gate,attack,955.0045,fb800300
noise_gate,attack,960.0040,4b7e0300
noise_gate,attack,965.0035,a27b0300
noise_gate,attack,970.0030,01790300
noise_gate,attack,975.0025,66760300
noise_gate,attack,980.0020,d2730300
noise_gate,attack,985.0015,44710300
noise_gate,attack,990.0010,be6e0300
noise_gate,attack,995.0005,3d6c0300
noise_gate,attack,1000.0000,c4690300
noise_gate,hold,50.0000,aa280d00
noise_gate,hold,60.0000,c2f70a00
noise_gate,hold,70.0000,1d670900
noise_gate,hold,80.0000,a13a0800
noise_gate,hold,90.0000,eb500700
noise_gate,hold,100.0000,f4950600
noise_gate,hold,110.0000,fafc0500
noise_gate,hold,120.0000,807d0500
noise_gate,hold,130.0000,a2110500
noise_gate,hold,140.0000,2db50400
noise_gate,hold,150.0000,0c650400
noise_gate,hold,160.0000,ef1e0400
noise_gate,hold,170.0000,12e10300
noise_gate,hold,180.0000,15aa0300
noise_gate,hold,190.0000,e1780300
noise_gate,hold,200.0000,994c0300
noise_gate,hold,210.0000,88240300
noise_gate,hold,220.0000,1c000300
noise_gate,hold,230.0000,dbde0200
noise_gate,hold,240.0000,5fc00200
noise_gate,hold,250.0000,53a40200
noise_gate,hold,260.0000,708a0200
noise_gate,hold,270.0000,78720200
noise_gate,hold,280.0000,365c0200
noise_gate,hold,290.0000,7d470200
noise_gate,hold,300.0000,25340200
noise_gate,hold,310.0000,0d220200
noise_gate,hold,320.0000,17110200
noise_gate,hold,330.0000,27010200
noise_gate,hold,340.0000,28f20100
noise_gate,hold,350.0000,04e40100
noise_gate,hold,360.0000,a9d60100
noise_gate,hold,370.0000,07ca0100
noise_gate,hold,380.0000,0fbe0100
noise_gate,hold,390.0000,b5b20100
noise_gate,hold,400.0000,eba70100
noise_gate,hold,410.0000,a99d0100
noise_gate,hold,420.0000,e3930100
noise_gate,hold,430.0000,928a0100
noise_gate,hold,440.0000,ad810100
noise_gate,hold,450.0000,2d790100
noise_gate,hold,460.0000,0c710100
noise_gate,hold,470.0000,44690100
noise_gate,hold,480.0000,ce610100
noise_gate,hold,490.0000,a75a0100
noise_gate,hold,500.0000,c9530100
noise_gate,hold,510.0000,2f4d0100
noise_gate,hold,520.0000,d7460100
noise_gate,hold,530.0000,bc400100
noise_gate,hold,540.0000,db3a0100
noise_gate,hold,550.0000,30350100
noise_gate,hold,560.0000,ba2f0100
noise_gate,hold,570.0000,742a0100
noise_gate,hold,580.0000,5d250100
noise_gate,hold,590.0000,72200100
noise_gate,hold,600.0000,b11b0100
noise_gate,hold,610.0000,18170100
noise_gate,hold,620.0000,a5120100
noise_gate,hold,630.0000,570e0100
noise_gate,hold,640.0000,2a0a0100
noise_gate,hold,650.0000,1f060100
noise_gate,hold,660.0000,33020100
noise_gate,hold,670.0000,64fe0000
noise_gate,hold,680.0000,b3fa0000
noise_gate,hold,690.0000,1df70000
noise_gate,hold,700.0000,a1f30000
noise_gate,hold,710.0000,3ef00000
noise_gate,hold,720.0000,f4ec0000
noise_gate,hold,730.0000,c0e90000
noise_gate,hold,740.0000,a2e60000
noise_gate,hold,750.0000,9ae30000
noise_gate,hold,760.0000,a7e00000
noise_gate,hold,770.0000,c6dd0000
noise_gate,hold,780.0000,f9da0000
noise_gate,hold,790.0000,3ed80000
noise_gate,hold,800.0000,95d50000
noise_gate,hold,810.0000,fcd20000
noise_gate,hold,820.0000,73d00000
noise_gate,hold,830.0000,facd0000
noise_gate,hold,840.0000,90cb0000
noise_gate,hold,850.0000,35c90000
noise_gate,hold,860.0000,e8c60000
noise_gate,hold,870.0000,a8c40000
noise_gate,hold,880.0000,75c20000
noise_gate,hold,890.0000,4fc00000
noise_gate,hold,900.0000,36be0000
noise_gate,hold,910.0000,28bc0000
noise_gate,hold,920.0000,25ba0000
noise_gate,hold,930.0000,2eb80000
noise_gate,hold,940.0000,41b60000
noise_gate,hold,950.0000,5eb40000
noise_gate,hold,960.0000,86b20000
noise_gate,hold,970.0000,b7b00000
noise_gate,hold,980.0000,f2ae0000
noise_gate,hold,990.0000,36ad0000
noise_gate,hold,1000.0000,83ab0000
noise_gate,hold,1010.0000,d9a90000
noise_gate,hold,1020.0000,37a80000
noise_gate,hold,1030.0000,9da60000
noise_gate,hold,1040.0000,0aa50000
noise_gate,hold,1050.0000,80a30000
noise_gate,hold,1060.0000,fda10000
noise_gate,hold,1070.0000,81a00000
noise_gate,hold,1080.0000,0c9f0000
noise_gate,hold,1090.0000,9e9d0000
noise_gate,hold,1100.0000,379c0000
noise_gate,hold,1110.0000,d69a0000
noise_gate,hold,1120.0000,7c990000
noise_gate,hold,1130.0000,27980000
noise_gate,hold,1140.0000,d9960000
noise_gate,hold,1150.0000,90950000
noise_gate,hold,1160.0000,4d940000
noise_gate,hold,1170.0000,10930000
noise_gate,hold,1180.0000,d8910000
noise_gate,hold,1190.0000,a5900000
noise_gate,hold,1200.0000,788f0000
noise_gate,hold,1210.0000,4f8e0000
noise_gate,hold,1220.0000,2b8d0000
noise_gate,hold,1230.0000,0c8c0000
noise_gate,hold,1240.0000,f28a0000
noise_gate,hold,1250.0000,dc890000
noise_gate,hold,1260.0000,ca880000
noise_gate,hold,1270.0000,bd870000
noise_gate,hold,1280.0000,b4860000
noise_gate,hold,1290.0000,af850000
noise_gate,hold,1300.0000,ae840000
noise_gate,hold,1310.0000,b1830000
noise_gate,hold,1320.0000,b8820000
noise_gate,hold,1330.0000,c3810000
noise_gate,hold,1340.0000,d1800000
noise_gate,hold,1350.0000,e37f0000
noise_gate,hold,1360.0000,f87e0000
noise_gate,hold,1370.0000,117e0000
noise_gate,hold,1380.0000,2d7d0000
noise_gate,hold,1390.0000,4d7c0000
noise_gate,hold,1400.0000,6f7b0000
noise_gate,hold,1410.0000,957a0000
noise_gate,hold,1420.0000,be790000
noise_gate,hold,1430.0000,ea780000
noise_gate,hold,1440.0000,19780000
noise_gate,hold,1450.0000,4a770000
noise_gate,hold,1460.0000,7f760000
noise_gate,hold,1470.0000,b6750000
noise_gate,hold,1480.0000,f0740000
noise_gate,hold,1490.0000,2d740000
noise_gate,hold,1500.0000,6c730000
noise_gate,hold,1510.0000,ae720000
noise_gate,hold,1520.0000,f2710000
noise_gate,hold,1530.0000,39710000
noise_gate,hold,1540.0000,82700000
noise_gate,hold,1550.0000,ce6f0000
noise_gate,hold,1560.0000,1c6f0000
noise_gate,hold,1570.0000,6c6e0000
noise_gate,hold,1580.0000,be6d0000
noise_gate,hold,1590.0000,136d0000
noise_gate,hold,1600.0000,696c0000
noise_gate,hold,1610.0000,c26b0000
noise_gate,hold,1620.0000,1d6b0000
noise_gate,hold,1630.0000,7a6a0000
noise_gate,hold,1640.0000,d9690000
noise_gate,hold,1650.0000,39690000
noise_gate,hold,1660.0000,9c680000
noise_gate,hold,1670.0000,01680000
noise_gate,hold,1680.0000,67670000
noise_gate,hold,1690.0000,cf660000
noise_gate,hold,1700.0000,39660000
noise_gate,hold,1710.0000,a5650000
noise_gate,hold,1720.0000,13650000
noise_gate,hold,1730.0000,82640000
noise_gate,hold,1740.0000,f3630000
noise_gate,hold,1750.0000,65630000
noise_gate,hold,1760.0000,da620000
noise_gate,hold,1770.0000,4f620000
noise_gate,hold,1780.0000,c7610000
noise_gate,hold,1790.0000,3f610000
noise_gate,hold,1800.0000,ba600000
noise_gate,hold,1810.0000,35600000
noise_gate,hold,1820.0000,b35f0000
noise_gate,hold,1830.0000,315f0000
noise_gate,hold,1840.0000,b15e0000
noise_gate,hold,1850.0000,335e0000
noise_gate,hold,1860.0000,b65d0000
noise_gate,hold,1870.0000,3a5d0000
noise_gate,hold,1880.0000,bf5c0000
noise_gate,hold,1890.0000,465c0000
noise_gate,hold,1900.0000,ce5b0000
noise_gate,hold,1910.0000,575b0000
noise_gate,hold,1920.0000,e25a0000
noise_gate,hold,1930.0000,6e5a0000
noise_gate,hold,1940.0000,fb590000
noise_gate,hold,1950.0000,89590000
noise_gate,hold,1960.0000,18590000
noise_gate,hold,1970.0000,a9580000
noise_gate,hold,1980.0000,3a580000
noise_gate,hold,1990.0000,cd570000
noise_gate,hold,2000.0000,61570000
noise_gate,release,50.0000,aaae0c00
noise_gate,release,60.0000,9d920a00
noise_gate,release,70.0000,dd100900
noise_gate,release,80.0000,8def0700
noise_gate,release,90.0000,880e0700
noise_gate,release,100.0000,845a0600
noise_gate,release,110.0000,3bc70500
noise_gate,release,120.0000,7e4c0500
noise_gate,release,130.0000,a3e40400
noise_gate,release,140.0000,9e8b0400
noise_gate,release,150.0000,783e0400
noise_gate,release,160.0000,f6fa0300
noise_gate,release,170.0000,66bf0300
noise_gate,release,180.0000,738a0300
noise_gate,release,190.0000,145b0300
noise_gate,release,200.0000,71300300
noise_gate,release,210.0000,de090300
noise_gate,release,220.0000,cde60200
noise_gate,release,230.0000,c8c60200
noise_gate,release,240.0000,6ea90200
noise_gate,release,250.0000,6e8e0200
noise_gate,release,260.0000,81750200
noise_gate,release,270.0000,6c5e0200
noise_gate,release,280.0000,fe480200
noise_gate,release,290.0000,0a350200
noise_gate,release,300.0000,6b220200
noise_gate,release,310.0000,ff100200
noise_gate,release,320.0000,aa000200
noise_gate,release,330.0000,53f10100
noise_gate,release,340.0000,e2e20100
noise_gate,release,350.0000,45d50100
noise_gate,release,360.0000,69c80100
noise_gate,release,370.0000,3fbc0100
noise_gate,release,380.0000,b9b00100
noise_gate,release,390.0000,cba50100
noise_gate,release,400.0000,689b0100
noise_gate,release,410.0000,87910100
noise_gate,release,420.0000,1e880100
noise_gate,release,430.0000,267f0100
noise_gate,release,440.0000,96760100
noise_gate,release,450.0000,676e0100
noise_gate,release,460.0000,93660100
noise_gate,release,470.0000,155f0100
noise_gate,release,480.0000,e6570100
noise_gate,release,490.0000,03510100
noise_gate,release,500.0000,664a0100
noise_gate,release,510.0000,0c440100
noise_gate,release,520.0000,f03d0100
noise_gate,release,530.0000,0f380100
noise_gate,release,540.0000,66320100
noise_gate,release,550.0000,f12c0100
noise_gate,release,560.0000,ae270100
noise_gate,release,570.0000,9b220100
noise_gate,release,580.0000,b51d0100
noise_gate,release,590.0000,f8180100
noise_gate,release,600.0000,65140100
noise_gate,release,610.0000,f80f0100
noise_gate,release,620.0000,af0b0100
noise_gate,release,630.0000,89070100
noise_gate,release,640.0000,84030100
noise_gate,release,650.0000,9fff0000
noise_gate,release,660.0000,d9fb0000
noise_gate,release,670.0000,2ff80000
noise_gate,release,680.0000,a0f40000
noise_gate,release,690.0000,2cf10000
noise_gate,release,700.0000,d2ed0000
noise_gate,release,710.0000,8fea0000
noise_gate,release,720.0000,64e70000
noise_gate,release,730.0000,4fe40000
noise_gate,release,740.0000,4fe10000
noise_gate,release,750.0000,64de0000
noise_gate,release,760.0000,8cdb0000
noise_gate,release,770.0000,c7d80000
noise_gate,release,780.0000,15d60000
noise_gate,release,790.0000,74d30000
noise_gate,release,800.0000,e3d00000
noise_gate,release,810.0000,63ce0000
noise_gate,release,820.0000,f3cb0000
noise_gate,release,830.0000,91c90000
noise_gate,release,840.0000,3fc70000
noise_gate,release,850.0000,fac40000
noise_gate,release,860.0000,c2c20000
noise_gate,release,870.0000,98c00000
noise_gate,release,880.0000,7abe0000
noise_gate,release,890.0000,69bc0000
noise_gate,release,900.0000,63ba0000
noise_gate,release,910.0000,68b80000
noise_gate,release,920.0000,79b60000
noise_gate,release,930.0000,94b40000
noise_gate,release,940.0000,bab20000
noise_gate,release,950.0000,e9b00000
noise_gate,release,960.0000,23af0000
noise_gate,release,970.0000,65ad0000
noise_gate,release,980.0000,b1ab0000
noise_gate,release,990.0000,05aa0000
noise_gate,release,1000.0000,62a80000
noise_gate,release,1010.0000,c8a60000
noise_gate,release,1020.0000,35a50000
noise_gate,release,1030.0000,aaa30000
noise_gate,release,1040.0000,27a20000
noise_gate,release,1050.0000,aba00000
noise_gate,release,1060.0000,379f0000
noise_gate,release,1070.0000,c99d0000
noise_gate,release,1080.0000,629c0000
noise_gate,release,1090.0000,029b0000
noise_gate,release,1100.0000,a8990000
noise_gate,release,1110.0000,54980000
noise_gate,release,1120.0000,07970000
noise_gate,release,1130.0000,bf950000
noise_gate,release,1140.0000,7d940000
noise_gate,release,1150.0000,40930000
noise_gate,release,1160.0000,0a920000
noise_gate,release,1170.0000,d8900000
noise_gate,release,1180.0000,ac8f0000
noise_gate,release,1190.0000,848e0000
noise_gate,release,1200.0000,628d0000
noise_gate,release,1210.0000,448c0000
noise_gate,release,1220.0000,2b8b0000
noise_gate,release,1230.0000,178a0000
noise_gate,release,1240.0000,07890000
noise_gate,release,1250.0000,fb870000
noise_gate,release,1260.0000,f4860000
noise_gate,release,1270.0000,f1850000
noise_gate,release,1280.0000,f2840000
noise_gate,release,1290.0000,f6830000
noise_gate,release,1300.0000,ff820000
noise_gate,release,1310.0000,0c820000
noise_gate,release,1320.0000,1c810000
noise_gate,release,1330.0000,2f800000
noise_gate,release,1340.0000,477f0000
noise_gate,release,1350.0000,617e0000
noise_gate,release,1360.0000,7f7d0000
noise_gate,release,1370.0000,a17c0000
noise_gate,release,1380.0000,c67b0000
noise_gate,release,1390.0000,ed7a0000
noise_gate,release,1400.0000,187a0000
noise_gate,release,1410.0000,46790000
noise_gate,release,1420.0000,77780000
noise_gate,release,1430.0000,ab770000
noise_gate,release,1440.0000,e1760000
noise_gate,release,1450.0000,1b760000
noise_gate,release,1460.0000,57750000
noise_gate,release,1470.0000,95740000
noise_gate,release,1480.0000,d7730000
noise_gate,release,1490.0000,1b730000
noise_gate,release,1500.0000,61720000
noise_gate,release,1510.0000,aa710000
noise_gate,release,1520.0000,f5700000
noise_gate,release,1530.0000,43700000
noise_gate,release,1540.0000,936f0000
noise_gate,release,1550.0000,e56e0000
noise_gate,release,1560.0000,3a6e0000
noise_gate,release,1570.0000,906d0000
noise_gate,release,1580.0000,e96c0000
noise_gate,release,1590.0000,446c0000
noise_gate,release,1600.0000,a16b0000
noise_gate,release,1610.0000,006b0000
noise_gate,release,1620.0000,616a0000
noise_gate,release,1630.0000,c4690000
noise_gate,release,1640.0000,29690000
noise_gate,release,1650.0000,8f680000
noise_gate,release,1660.0000,f8670000
noise_gate,release,1670.0000,62670000
noise_gate,release,1680.0000,cf660000
noise_gate,release,1690.0000,3c660000
noise_gate,release,1700.0000,ac650000
noise_gate,release,1710.0000,1d650000
noise_gate,release,1720.0000,90640000
noise_gate,release,1730.0000,05640000
noise_gate,release,1740.0000,7b630000
noise_gate,release,1750.0000,f3620000
noise_gate,release,1760.0000,6c620000
noise_gate,release,1770.0000,e7610000
noise_gate,release,1780.0000,64610000
noise_gate,release,1790.0000,e1600000
noise_gate,release,1800.0000,61600000
noise_gate,release,1810.0000,e15f0000
noise_gate,release,1820.0000,635f0000
noise_gate,release,1830.0000,e75e0000
noise_gate,release,1840.0000,6c5e0000
noise_gate,release,1850.0000,f25d0000
noise_gate,release,1860.0000,795d0000
noise_gate,release,1870.0000,025d0000
noise_gate,release,1880.0000,8c5c0000
noise_gate,release,1890.0000,175c0000
noise_gate,release,1900.0000,a45b0000
noise_gate,release,1910.0000,325b0000
noise_gate,release,1920.0000,c15a0000
noise_gate,release,1930.0000,515a0000
noise_gate,release,1940.0000,e2590000
noise_gate,release,1950.0000,74590000
noise_gate,release,1960.0000,08590000
noise_gate,release,1970.0000,9c580000
noise_gate,release,1980.0000,32580000
noise_gate,release,1990.0000,c9570000
noise_gate,release,2000.0000,61570000
noise_gate,range,-100.0000,e2530000
noise_gate,range,-99.5000,db580000
noise_gate,range,-99.0000,1f5e0000
noise_gate,range,-98.5000,b2630000
noise_gate,range,-98.0000,9b690000
noise_gate,range,-97.5000,dd6f0000
noise_gate,range,-97.0000,7e760000
noise_gate,range,-96.5000,837d0000
noise_gate,range,-96.0000,f3840000
noise_gate,range,-95.5000,d48c0000
noise_gate,range,-95.0000,2c950000
noise_gate,range,-94.5000,039e0000
noise_gate,range,-94.0000,5fa70000
noise_gate,range,-93.5000,4ab10000
noise_gate,range,-93.0000,ccbb0000
noise_gate,range,-92.5000,ecc60000
noise_gate,range,-92.0000,b6d20000
noise_gate,range,-91.5000,32df0000
noise_gate,range,-91.0000,6cec0000
noise_gate,range,-90.5000,6efa0000
noise_gate,range,-90.0000,45090100
noise_gate,range,-89.5000,fd180100
noise_gate,range,-89.0000,a3290100
noise_gate,range,-88.5000,463b0100
noise_gate,range,-88.0000,f44d0100
noise_gate,range,-87.5000,be610100
noise_gate,range,-87.0000,b4760100
noise_gate,range,-86.5000,e88c0100
noise_gate,range,-86.0000,6da40100
noise_gate,range,-85.5000,56bd0100
noise_gate,range,-85.0000,b9d70100
noise_gate,range,-84.5000,adf30100
noise_gate,range,-84.0000,49110200
noise_gate,range,-83.5000,a5300200
noise_gate,range,-83.0000,de510200
noise_gate,range,-82.5000,0e750200
noise_gate,range,-82.0000,549a0200
noise_gate,range,-81.5000,d0c10200
noise_gate,range,-81.0000,a2eb0200
noise_gate,range,-80.5000,ef170300
noise_gate,range,-80.0000,dc460300
noise_gate,range,-79.5000,91780300
noise_gate,range,-79.0000,37ad0300
noise_gate,range,-78.5000,fce40300
noise_gate,range,-78.0000,10200400
noise_gate,range,-77.5000,a35e0400
noise_gate,range,-77.0000,eca00400
noise_gate,range,-76.5000,22e70400
noise_gate,range,-76.0000,81310500
noise_gate,range,-75.5000,48800500
noise_gate,range,-75.0000,bad30500
noise_gate,range,-74.5000,1e2c0600
noise_gate,range,-74.0000,bf890600
noise_gate,range,-73.5000,ecec0600
noise_gate,range,-73.0000,f9550700
noise_gate,range,-72.5000,40c50700
noise_gate,range,-72.0000,1f3b0800
noise_gate,range,-71.5000,fab70800
noise_gate,range,-71.0000,3b3c0900
noise_gate,range,-70.5000,52c80900
noise_gate,range,-70.0000,b55c0a00
noise_gate,range,-69.5000,e4f90a00
noise_gate,range,-69.0000,63a00b00
noise_gate,range,-68.5000,c0500c00
noise_gate,range,-68.0000,900b0d00
noise_gate,range,-67.5000,72d10d00
noise_gate,range,-67.0000,0da30e00
noise_gate,range,-66.5000,14810f00
noise_gate,range,-66.0000,436c1000
noise_gate,range,-65.5000,61651100
noise_gate,range,-65.0000,426d1200
noise_gate,range,-64.5000,c6841300
noise_gate,range,-64.0000,daac1400
noise_gate,range,-63.5000,79e61500
noise_gate,range,-63.0000,ad321700
noise_gate,range,-62.5000,91921800
noise_gate,range,-62.0000,4e071a00
noise_gate,range,-61.5000,22921b00
noise_gate,range,-61.0000,5a341d00
noise_gate,range,-60.5000,5bef1e00
noise_gate,range,-60.0000,9bc42000
noise_gate,range,-59.5000,aab52200
noise_gate,range,-59.0000,2cc42400
noise_gate,range,-58.5000,e1f12600
noise_gate,range,-58.0000,a1402900
noise_gate,range,-57.5000,63b22b00
noise_gate,range,-57.0000,39492e00
noise_gate,range,-56.5000,55073100
noise_gate,range,-56.0000,0cef3300
noise_gate,range,-55.5000,d4023700
noise_gate,range,-55.0000,49453a00
noise_gate,range,-54.5000,31b93d00
noise_gate,range,-54.0000,79614100
noise_gate,range,-53.5000,3b414500
noise_gate,range,-53.0000,c15b4900
noise_gate,range,-52.5000,86b44d00
noise_gate,range,-52.0000,3b4f5200
noise_gate,range,-51.5000,c72f5700
noise_gate,range,-51.0000,4f5a5c00
noise_gate,range,-50.5000,34d36100
noise_gate,range,-50.0000,1b9f6700
noise_gate,range,-49.5000,f0c26d00
noise_gate,range,-49.0000,e7437400
noise_gate,range,-48.5000,86277b00
noise_gate,range,-48.0000,a6738200
noise_gate,range,-47.5000,772e8a00
noise_gate,range,-47.0000,895e9200
noise_gate,range,-46.5000,cd0a9b00
noise_gate,range,-46.0000,a13aa400
noise_gate,range,-45.5000,d0f5ad00
noise_gate,range,-45.0000,9c44b800
noise_gate,range,-44.5000,c32fc300
noise_gate,range,-44.0000,89c0ce00
noise_gate,range,-43.5000,c000db00
noise_gate,range,-43.0000,cbfae700
noise_gate,range,-42.5000,afb9f500
noise_gate,range,-42.0000,14490401
noise_gate,range,-41.5000,57b51301
noise_gate,range,-41.0000,8c0b2401
noise_gate,range,-40.5000,90593501
noise_gate,range,-40.0000,14ae4701
noise_gate,range,-39.5000,a4185b01
noise_gate,range,-39.0000,baa96f01
noise_gate,range,-38.5000,ca728501
noise_gate,range,-38.0000,51869c01
noise_gate,range,-37.5000,e2f7b401
noise_gate,range,-37.0000,3cdcce01
noise_gate,range,-36.5000,5849ea01
noise_gate,range,-36.0000,7a560702
noise_gate,range,-35.5000,491c2602
noise_gate,range,-35.0000,e3b44602
noise_gate,range,-34.5000,f03b6902
noise_gate,range,-34.0000,bbce8d02
noise_gate,range,-33.5000,4f8cb402
noise_gate,range,-33.0000,8a95dd02
noise_gate,range,-32.5000,3e0d0903
noise_gate,range,-32.0000,4e183703
noise_gate,range,-31.5000,cbdd6703
noise_gate,range,-31.0000,18879b03
noise_gate,range,-30.5000,0b40d203
noise_gate,range,-30.0000,13370c04
noise_gate,range,-29.5000,609d4904
noise_gate,range,-29.0000,0ba78a04
noise_gate,range,-28.5000,448bcf04
noise_gate,range,-28.0000,7f841805
noise_gate,range,-27.5000,aad06505
noise_gate,range,-27.0000,5ab1b705
noise_gate,range,-26.5000,0b6c0e06
noise_gate,range,-26.0000,524a6a06
noise_gate,range,-25.5000,269acb06
noise_gate,range,-25.0000,18ae3207
noise_gate,range,-24.5000,9fdd9f07
noise_gate,range,-24.0000,61851308
noise_gate,range,-23.5000,83078e08
noise_gate,range,-23.0000,f7cb0f09
noise_gate,range,-22.5000,db409909
noise_gate,range,-22.0000,d1da2a0a
noise_gate,range,-21.5000,6615c50a
noise_gate,range,-21.0000,7973680b
noise_gate,range,-20.5000,a97f150c
noise_gate,range,-20.0000,cccccc0c
noise_gate,range,-19.5000,6df68e0d
noise_gate,range,-19.0000,4ca15c0e
noise_gate,range,-18.5000,ed7b360f
noise_gate,range,-18.0000,2d3f1d10
noise_gate,range,-17.5000,daae1111
noise_gate,range,-17.0000,5f9a1412
noise_gate,range,-16.5000,70dd2613
noise_gate,range,-16.0000,c5604914
noise_gate,range,-15.5000,e11a7d15
noise_gate,range,-15.0000,e310c316
noise_gate,range,-14.5000,61571c18
noise_gate,range,-14.0000,57138a19
noise_gate,range,-13.5000,1b7b0d1b
noise_gate,range,-13.0000,67d7a71c
noise_gate,range,-12.5000,71845a1e
noise_gate,range,-12.0000,0ff32620
noise_gate,range,-11.5000,f3a90e22
noise_gate,range,-11.0000,f5461324
noise_gate,range,-10.5000,73803626
noise_gate,range,-10.0000,c4267a28
noise_gate,range,-9.5000,c325e02a
noise_gate,range,-9.0000,6f866a2d
noise_gate,range,-8.5000,a8701b30
noise_gate,range,-8.0000,fe2cf532
noise_gate,range,-7.5000,a926fa35
noise_gate,range,-7.0000,8ded2c39
noise_gate,range,-6.5000,6f38903c
noise_gate,range,-6.0000,3ce72640
noise_gate,range,-5.5000,7e05f443
noise_gate,range,-5.0000,f0ccfa47
noise_gate,range,-4.5000,38a83e4c
noise_gate,range,-4.0000,d335c350
noise_gate,range,-3.5000,224b8c55
noise_gate,range,-3.0000,abf79d5a
noise_gate,range,-2.5000,9088fc5f
noise_gate,range,-2.0000,2f8cac65
noise_gate,range,-1.5000,04d6b26b
noise_gate,range,-1.0000,bf821472
noise_gate,range,-0.5000,9efcd678
noise_gate,range,0.0000,ffffff7f
noise_gate,hysteresis,0.0000,99192a71
noise_gate,hysteresis,1.0000,ced98a70
noise_gate,hysteresis,2.0000,029aeb6f
noise_gate,hysteresis,3.0000,365a4c6f
noise_gate,hysteresis,4.0000,6b1aad6e
noise_gate,hysteresis,5.0000,9fda0d6e
noise_gate,hysteresis,6.0000,d49a6e6d
noise_gate,hysteresis,7.0000,085bcf6c
noise_gate,hysteresis,8.0000,3d1b306c
noise_gate,hysteresis,9.0000,71db906b
noise_gate,hysteresis,10.0000,a59bf16a
noise_gate,hysteresis,11.0000,da5b526a
noise_gate,hysteresis,12.0000,0e1cb369
noise_gate,hysteresis,13.0000,43dc1369
noise_gate,hysteresis,14.0000,779c7468
